City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Grants Pass,US,2022-02-06 00:22:02,42.439,-123.3284,59.81,50,0,1.01
280,Aswan,EG,2022-02-06 00:22:03,24.0934,32.907,51.24,51,0,11.63
281,Bull Savanna,JM,2022-02-06 00:22:03,17.8868,-77.5902,72.43,69,32,1.99
282,Thinadhoo,MV,2022-02-06 00:21:31,0.5333,72.9333,81.63,71,21,7.02
283,Evensk,RU,2022-02-06 00:22:05,61.95,159.2333,16.88,45,26,23.13
284,Lasa,IT,2022-02-06 00:22:06,46.6166,10.7002,36.86,43,3,3.04
285,Edgewater,US,2022-02-06 00:22:07,28.9889,-80.9023,59.09,94,75,11.5
286,Mahebourg,MU,2022-02-06 00:18:27,-20.4081,57.7,79.25,89,40,11.5
287,Lowestoft,GB,2022-02-06 00:22:09,52.4752,1.7516,50.25,83,100,29.3
288,Charters Towers,AU,2022-02-06 00:22:10,-20.1,146.2667,80.94,50,2,12.75
289,Kidal,ML,2022-02-06 00:17:29,18.4411,1.4078,61.97,15,0,9.86
290,Cocorit,MX,2022-02-06 00:22:11,27.5833,-109.9667,71.94,25,0,12.88
291,Tautira,PF,2022-02-06 00:21:01,-17.7333,-149.15,86.02,74,34,19.98
292,Bela,IN,2022-02-06 00:22:12,25.9333,81.9833,47.75,89,0,3.71
293,Orange Walk,BZ,2022-02-06 00:22:14,17.8333,-88.8333,76.86,94,52,3.27
294,Manacapuru,BR,2022-02-06 00:22:15,-3.2997,-60.6206,79.38,91,67,2.19
295,Vao,NC,2022-02-06 00:18:19,-22.6667,167.4833,80.38,85,41,10.09
296,Moose Factory,CA,2022-02-06 00:22:16,51.2585,-80.6094,-9.4,70,0,2.3
297,Kosh-Agach,RU,2022-02-06 00:22:16,50.0,88.6667,-24.93,86,70,2.51
298,Nome,US,2022-02-06 00:22:02,64.5011,-165.4064,-0.33,65,0,0.0
299,Tarut,SA,2022-02-06 00:22:17,26.5733,50.0369,62.58,47,0,16.26
300,Gamba,GA,2022-02-06 00:17:33,-2.65,10.0,76.39,87,45,4.74
301,Ust-Tsilma,RU,2022-02-06 00:22:19,65.441,52.1498,-7.06,99,91,4.16
302,Labuhan,ID,2022-02-06 00:22:20,-6.8844,112.2051,79.09,86,86,11.99
303,Itarema,BR,2022-02-06 00:22:21,-2.9248,-39.9167,79.2,80,8,10.76
304,Batagay,RU,2022-02-06 00:22:22,67.6333,134.6333,-42.45,99,100,1.52
305,Kamaishi,JP,2022-02-06 00:22:23,39.2667,141.8833,23.95,55,46,12.37
306,Langres,FR,2022-02-06 00:22:24,47.8333,5.3333,33.19,89,32,8.95
307,Uusikaupunki,FI,2022-02-06 00:22:24,60.8004,21.4084,28.92,96,6,8.37
308,College,US,2022-02-06 00:22:25,64.8569,-147.8028,15.21,80,100,0.0
309,Malanje,AO,2022-02-06 00:22:26,-9.5402,16.341,62.22,97,100,2.75
310,Hobyo,SO,2022-02-06 00:21:04,5.3505,48.5268,75.07,72,5,10.36
311,Portland,US,2022-02-06 00:20:24,45.5234,-122.6762,53.58,74,75,1.99
312,Pacific Grove,US,2022-02-06 00:18:27,36.6177,-121.9166,66.58,56,0,3.0
313,Carutapera,BR,2022-02-06 00:22:28,-1.195,-46.02,75.45,93,100,5.53
314,Saint-Philippe,RE,2022-02-06 00:22:29,-21.3585,55.7679,78.39,83,100,19.08
315,Tocopilla,CL,2022-02-06 00:22:29,-22.092,-70.1979,70.9,67,18,8.59
316,Bayshore Gardens,US,2022-02-06 00:22:31,27.4253,-82.5904,62.15,66,100,11.5
317,Poum,NC,2022-02-06 00:21:34,-20.2333,164.0167,78.76,87,100,7.27
318,Konibodom,TJ,2022-02-06 00:22:32,40.2843,70.4426,44.37,35,100,6.44
319,La Paz,BO,2022-02-06 00:22:34,-16.5,-68.15,51.78,76,75,12.66
320,Vilyuysk,RU,2022-02-06 00:23:35,63.7553,121.6247,-21.53,100,97,2.64
321,Cacoal,BR,2022-02-06 00:23:35,-11.4386,-61.4472,74.21,95,64,3.85
322,Pfarrkirchen,DE,2022-02-06 00:23:36,48.432,12.9381,37.11,79,66,8.41
323,Kumluca,TR,2022-02-06 00:23:37,36.3703,30.2869,40.68,64,9,6.49
324,Bethanien,NA,2022-02-06 00:23:38,-26.502,17.1583,83.08,31,78,8.32
325,Ust-Charyshskaya Pristan,RU,2022-02-06 00:23:38,52.3934,83.6635,-8.68,100,53,3.38
326,Mukhen,RU,2022-02-06 00:23:39,48.1,136.1,-0.49,91,99,3.44
327,Constitucion,CL,2022-02-06 00:23:40,-35.3333,-72.4167,61.29,73,1,13.02
328,Palmer,US,2022-02-06 00:23:40,42.1584,-72.3287,19.54,66,0,3.0
329,Tabuk,PH,2022-02-06 00:23:41,17.4189,121.4443,69.13,93,100,2.57
330,Mahon,ES,2022-02-06 00:19:18,39.8885,4.2658,46.96,93,20,8.05
331,De-Kastri,RU,2022-02-06 00:23:42,51.4667,140.7833,5.63,91,100,12.91
332,Nicoya,CR,2022-02-06 00:23:43,10.1483,-85.452,81.95,50,5,16.28
333,Nabire,ID,2022-02-06 00:23:44,-3.3667,135.4833,81.57,77,100,1.72
334,Plettenberg Bay,ZA,2022-02-06 00:23:45,-34.0527,23.3716,66.78,86,23,9.4
335,Oranjestad,AW,2022-02-06 00:20:58,12.524,-70.027,78.75,73,20,13.8
336,Quang Ngai,VN,2022-02-06 00:23:47,15.1167,108.8,69.55,91,94,3.76
337,Makakilo City,US,2022-02-06 00:19:22,21.3469,-158.0858,82.15,61,20,5.75
338,Bonavista,CA,2022-02-06 00:23:48,48.6499,-53.1147,43.12,98,100,12.39
339,Contamana,PE,2022-02-06 00:23:49,-7.3333,-75.0167,82.47,59,97,3.11
340,Mpraeso,GH,2022-02-06 00:23:50,6.5932,-0.7346,72.32,81,16,2.62
341,Kamenka,RU,2022-02-06 00:23:51,51.3223,42.7678,-8.34,100,81,5.26
342,Ambulu,ID,2022-02-06 00:23:52,-8.345,113.6058,78.49,85,50,2.1
343,Zvishavane,ZW,2022-02-06 00:23:53,-20.3267,30.0665,63.81,93,40,8.46
344,Fort Nelson,CA,2022-02-06 00:23:53,58.8053,-122.7002,6.39,72,75,0.0
345,Teya,RU,2022-02-06 00:21:17,60.3778,92.6267,9.16,95,100,4.07
346,Wenatchee,US,2022-02-06 00:22:09,47.4235,-120.3103,49.84,70,42,1.5
347,Port-Gentil,GA,2022-02-06 00:23:57,-0.7193,8.7815,79.2,82,8,11.97
348,Olafsvik,IS,2022-02-06 00:23:58,64.8945,-23.7142,31.37,77,100,35.57
349,Fuxin,CN,2022-02-06 00:23:59,42.0156,121.6589,14.43,57,0,7.09
350,Coihaique,CL,2022-02-06 00:22:42,-45.5752,-72.0662,62.55,59,0,0.0
351,Terney,RU,2022-02-06 00:24:00,45.0503,136.6092,5.67,71,67,13.15
352,Ileza,RU,2022-02-06 00:24:01,61.0533,43.9002,4.23,97,88,5.46
353,Peniche,PT,2022-02-06 00:20:34,39.3558,-9.3811,53.74,84,0,11.95
354,Didsbury,GB,2022-02-06 00:20:39,53.417,-2.2315,50.02,85,100,5.99
355,Cuaspud,CO,2022-02-06 00:24:03,0.8628,-77.7263,51.55,96,96,2.3
356,Pimenta Bueno,BR,2022-02-06 00:24:04,-11.6725,-61.1936,74.17,96,47,2.3
357,Saurimo,AO,2022-02-06 00:24:05,-9.6608,20.3916,62.42,96,73,3.11
358,Damara,CF,2022-02-06 00:24:05,4.9608,18.7035,67.42,24,97,3.71
359,Mogzon,RU,2022-02-06 00:24:06,51.7435,111.9606,-14.19,100,100,2.46
360,Kattivakkam,IN,2022-02-06 00:24:07,13.2167,80.3167,79.07,82,98,7.43
361,Lata,PT,2022-02-06 00:19:37,40.1629,-8.3327,47.05,79,0,4.23
362,Darhan,MN,2022-02-06 00:24:08,49.4867,105.9228,-6.66,92,76,6.29
363,Moron,AR,2022-02-06 00:24:09,-34.6534,-58.6198,64.96,85,53,9.95
364,Sudak,UA,2022-02-06 00:24:10,44.85,34.9667,40.62,84,100,11.59
365,Shubarshi,KZ,2022-02-06 00:24:11,48.5872,57.1869,24.44,98,100,1.48
366,Kasane,BW,2022-02-06 00:24:12,-17.8167,25.15,65.59,97,86,8.21
367,Kurilsk,RU,2022-02-06 00:25:13,45.2333,147.8833,22.6,86,100,15.41
368,Port Macquarie,AU,2022-02-06 00:21:35,-31.4333,152.9167,72.9,63,96,16.15
369,Krasnaya Gorka,RU,2022-02-06 00:25:14,55.1962,56.6673,15.4,96,98,2.53
370,Mutsu,JP,2022-02-06 00:25:14,41.2894,141.2169,25.0,73,77,14.27
371,Bongandanga,CD,2022-02-06 00:25:15,1.5,21.05,71.53,43,92,1.36
372,Vila Velha,BR,2022-02-06 00:24:29,-20.3297,-40.2925,76.95,87,20,3.0
373,Mtwara,TZ,2022-02-06 00:25:18,-10.2667,40.1833,75.81,84,100,7.25
374,Atikokan,CA,2022-02-06 00:25:19,48.7555,-91.6216,9.52,95,100,4.85
375,Magnitka,RU,2022-02-06 00:25:19,55.3475,59.6961,14.25,95,100,4.25
376,Zlobin,HR,2022-02-06 00:25:21,45.2924,14.6541,38.5,71,0,6.91
377,Todos Santos,MX,2022-02-06 00:25:22,23.45,-110.2167,71.11,55,2,6.08
378,Jumla,NP,2022-02-06 00:21:41,29.2747,82.1838,25.23,50,0,6.22
379,Asifabad,IN,2022-02-06 00:25:23,19.3667,79.2833,59.16,29,7,2.26
380,Luba,GQ,2022-02-06 00:25:24,3.4568,8.5547,76.89,79,33,4.36
381,Chapais,CA,2022-02-06 00:25:25,49.7834,-74.8492,-6.02,99,84,3.47
382,Coachella,US,2022-02-06 00:25:26,33.6803,-116.1739,75.15,8,0,5.01
383,Luanda,AO,2022-02-06 00:25:26,-8.8368,13.2343,77.0,83,20,6.91
384,Gasa,PS,2022-02-06 00:25:28,31.5,34.4667,49.98,66,87,10.54
385,Erenhot,CN,2022-02-06 00:25:29,43.6475,111.9767,2.37,88,5,7.56
386,Malakal,SS,2022-02-06 00:25:29,9.5334,31.6605,69.91,17,19,9.46
387,Tilichiki,RU,2022-02-06 00:25:30,60.4667,166.1,-4.07,76,23,8.59
388,Katsuura,JP,2022-02-06 00:25:31,35.1333,140.3,44.19,46,5,13.24
389,Lichinga,MZ,2022-02-06 00:25:31,-13.3128,35.2406,64.49,100,100,5.75
390,Khani,GE,2022-02-06 00:25:32,41.9563,42.9566,24.37,95,100,3.6
391,Mehamn,NO,2022-02-06 00:22:06,71.0357,27.8492,20.23,85,48,14.65
392,La Ronge,CA,2022-02-06 00:24:10,55.1001,-105.2842,-3.75,71,100,1.14
393,Prieska,ZA,2022-02-06 00:25:34,-29.6641,22.7474,77.22,36,2,4.27
394,Urucui,BR,2022-02-06 00:25:35,-7.2294,-44.5561,78.44,83,78,2.19
395,Druzhba,UA,2022-02-06 00:25:37,52.0428,33.9453,31.32,94,100,15.21
396,Richards Bay,ZA,2022-02-06 00:25:37,-28.783,32.0377,71.65,83,92,7.65
397,Tuatapere,NZ,2022-02-06 00:25:35,-46.1333,167.6833,56.82,64,98,6.64
398,Natal,BR,2022-02-06 00:23:11,-5.795,-35.2094,81.25,78,0,5.75
399,Venezuela,VE,2022-02-06 00:25:40,8.0,-66.0,87.48,41,40,7.96
400,Gillette,US,2022-02-06 00:25:41,44.2911,-105.5022,35.02,77,75,8.01
401,Srandakan,ID,2022-02-06 00:25:41,-7.9386,110.2506,67.73,81,42,4.45
402,Okakarara,NA,2022-02-06 00:25:42,-20.5833,17.4333,65.21,91,97,7.18
403,Baruun-Urt,MN,2022-02-06 00:24:26,46.6806,113.2792,-3.57,91,8,5.82
404,Wadi Maliz,TN,2022-02-06 00:25:43,36.4681,8.5495,48.65,88,98,3.94
405,Tari,NG,2022-02-06 00:25:44,12.4086,4.4914,68.34,15,0,12.91
406,De Aar,ZA,2022-02-06 00:25:45,-30.6497,24.0123,70.45,49,6,15.73
407,Phaltan,IN,2022-02-06 00:25:45,17.9833,74.4333,64.08,42,40,4.41
408,Touros,BR,2022-02-06 00:21:32,-5.1989,-35.4608,81.5,70,27,11.92
409,Channahon,US,2022-02-06 00:25:48,41.4295,-88.2287,14.81,76,0,11.5
410,Trinidad,BO,2022-02-06 00:25:48,-14.8333,-64.9,76.21,94,96,2.75
411,Aleysk,RU,2022-02-06 00:25:49,52.4926,82.7822,-7.64,100,68,4.52
412,Coquimbo,CL,2022-02-06 00:23:57,-29.9533,-71.3436,66.13,82,2,5.53
413,Villarrica,PY,2022-02-06 00:25:50,-25.75,-56.4333,72.72,91,91,3.31
414,Cabo San Lucas,MX,2022-02-06 00:25:05,22.8909,-109.9124,71.62,63,0,5.01
415,Longyearbyen,SJ,2022-02-06 00:26:53,78.2186,15.6401,10.24,61,20,20.71
416,Sorland,NO,2022-02-06 00:26:54,67.667,12.6934,38.61,77,88,25.46
417,Moussoro,TD,2022-02-06 00:26:55,13.6408,16.4901,62.24,17,0,14.03
418,Victoria,HK,2022-02-06 00:23:54,22.2855,114.1577,61.25,80,95,1.01
419,Yulara,AU,2022-02-06 00:23:44,-25.2406,130.9889,82.24,26,0,12.66
420,San-Pedro,CI,2022-02-06 00:26:58,4.7485,-6.6363,79.02,89,7,4.25
421,Antofagasta,CL,2022-02-06 00:25:06,-23.65,-70.4,66.99,78,5,3.6
422,Farmington,US,2022-02-06 00:23:47,36.7281,-108.2187,42.21,27,0,17.27
423,Huicheng,CN,2022-02-06 00:27:01,23.0385,116.2899,55.35,75,98,16.71
424,Bilibino,RU,2022-02-06 00:27:02,68.0546,166.4372,-13.61,87,11,4.5
425,Nakasongola,UG,2022-02-06 00:27:02,1.3089,32.4564,65.79,79,100,4.38
426,Sayyan,YE,2022-02-06 00:27:03,15.1718,44.3244,56.26,56,85,4.14
427,Masvingo,ZW,2022-02-06 00:27:04,-20.0637,30.8277,61.86,96,22,7.92
428,Oranzherei,RU,2022-02-06 00:27:05,45.8476,47.5663,28.36,72,94,16.91
429,Dicabisagan,PH,2022-02-06 00:27:05,17.0818,122.4157,73.58,88,97,9.42
430,Agadez,NE,2022-02-06 00:27:06,19.75,10.25,53.91,26,0,2.42
431,Palmas De Monte Alto,BR,2022-02-06 00:27:07,-14.2672,-43.1619,71.74,77,100,6.98
432,Saint-Augustin,CA,2022-02-06 00:27:08,51.226,-58.6502,1.87,93,100,19.39
433,Rosarito,MX,2022-02-06 00:27:09,32.3333,-117.0333,70.48,30,1,9.35
434,Avera,US,2022-02-06 00:27:09,33.194,-82.5271,42.71,43,2,6.11
435,Ken Caryl,US,2022-02-06 00:27:10,39.5773,-105.1169,43.75,74,26,4.45
436,Atasu,KZ,2022-02-06 00:27:11,48.6814,71.6433,13.19,67,2,15.17
437,Gazojak,TM,2022-02-06 00:27:11,41.1875,61.4036,39.27,95,99,22.44
438,Mount Barker,AU,2022-02-06 00:27:12,-35.0667,138.8667,82.02,37,70,13.06
439,Namatanai,PG,2022-02-06 00:27:13,-3.6667,152.4333,85.46,65,96,11.23
440,Ishigaki,JP,2022-02-06 00:27:14,24.3448,124.1572,62.73,72,75,18.41
441,Sainte-Anne-Des-Monts,CA,2022-02-06 00:25:14,49.124,-66.4924,8.47,61,100,17.27
442,Bambanglipuro,ID,2022-02-06 00:27:15,-7.95,110.2833,67.6,81,45,4.45
443,Kasangulu,CD,2022-02-06 00:27:16,-4.5911,15.1708,77.88,96,57,2.95
444,Lagoa,PT,2022-02-06 00:24:25,39.05,-27.9833,58.64,73,9,16.49
445,Birao,CF,2022-02-06 00:27:17,10.2849,22.7882,69.57,17,92,10.94
446,Brae,GB,2022-02-06 00:27:18,60.3964,-1.353,37.31,56,99,35.05
447,Vincennes,FR,2022-02-06 00:27:18,48.85,2.4333,46.35,79,0,5.01
448,Kemin,KG,2022-02-06 00:25:48,42.7846,75.6892,24.22,48,35,12.66
449,Karpogory,RU,2022-02-06 00:27:20,64.0019,44.4451,1.49,94,34,7.45
450,Kirakira,SB,2022-02-06 00:27:21,-10.4544,161.9205,85.06,74,89,7.83
451,Chimbote,PE,2022-02-06 00:27:22,-9.0853,-78.5783,71.2,81,26,9.01
452,Port Lincoln,AU,2022-02-06 00:27:23,-34.7333,135.8667,77.38,49,90,17.02
453,Dingle,PH,2022-02-06 00:27:24,10.9995,122.6711,78.15,79,82,15.01
454,Katherine,AU,2022-02-06 00:27:24,-14.4667,132.2667,79.12,78,99,8.05
455,Trabzon,TR,2022-02-06 00:27:25,40.9167,39.8333,35.69,60,75,2.3
456,Kula,TR,2022-02-06 00:27:26,38.5473,28.6498,34.12,58,45,0.63
457,Ixtapa,MX,2022-02-06 00:27:27,20.7,-105.2,74.43,73,40,11.5
458,Abha,SA,2022-02-06 00:27:27,18.2164,42.5053,49.82,87,0,0.0
459,Westport,US,2022-02-06 00:27:28,41.1415,-73.3579,25.32,65,0,1.99
460,Dublin,US,2022-02-06 00:27:29,37.7021,-121.9358,65.82,42,0,4.0
461,Kysyl-Syr,RU,2022-02-06 00:28:29,63.8986,122.7617,-24.32,100,97,2.82
462,Ossora,RU,2022-02-06 00:28:30,59.2353,163.0719,14.25,88,100,10.6
463,Chippewa Falls,US,2022-02-06 00:28:31,44.9369,-91.3929,20.34,61,0,5.75
464,Masumbwe,TZ,2022-02-06 00:28:31,-3.6333,32.1833,63.25,95,100,2.57
465,Kovdor,RU,2022-02-06 00:28:32,67.5662,30.4758,18.05,88,100,8.79
466,Kokoda,PG,2022-02-06 00:28:33,-8.8785,147.7407,83.71,63,100,0.78
467,Chambersburg,US,2022-02-06 00:28:34,39.9376,-77.6611,25.41,60,70,1.99
468,Peringat,MY,2022-02-06 00:28:34,6.0333,102.2833,78.75,83,40,4.61
469,Nieuw Amsterdam,SR,2022-02-06 00:28:35,5.8833,-55.0833,77.02,94,40,2.3
470,Pimentel,PE,2022-02-06 00:28:36,-6.8367,-79.9342,70.47,82,22,14.63
471,Muhos,FI,2022-02-06 00:28:37,64.808,25.9931,24.89,93,100,9.01
472,Pemba,MZ,2022-02-06 00:26:56,-12.974,40.5178,76.87,84,88,7.25
473,Angola,AO,2022-02-06 00:28:39,-12.5,18.5,58.33,90,98,3.74
474,Chapleau,CA,2022-02-06 00:28:41,47.8405,-83.4034,10.49,79,100,4.61
475,Delta Del Tigre,UY,2022-02-06 00:28:42,-34.7633,-56.3853,67.19,83,82,8.01
476,Villa Carlos Paz,AR,2022-02-06 00:28:42,-31.4241,-64.4978,64.38,36,58,4.0
477,Vanderhoof,CA,2022-02-06 00:28:43,54.0166,-124.0198,37.08,85,83,6.22
478,Yumen,CN,2022-02-06 00:23:59,40.2833,97.2,15.22,42,100,13.96
479,Parga,GR,2022-02-06 00:28:44,39.2831,20.3964,48.2,73,100,5.5
480,Souillac,MU,2022-02-06 00:28:45,-20.5167,57.5167,79.36,89,40,11.5
481,Ambon,ID,2022-02-06 00:28:32,-3.6954,128.1814,86.14,70,40,11.5
482,Monte Carmelo,BR,2022-02-06 00:28:46,-18.7247,-47.4986,70.29,88,84,2.91
483,Verkhnyaya Inta,RU,2022-02-06 00:28:47,65.9811,60.3094,-11.79,93,15,3.69
484,Purranque,CL,2022-02-06 00:23:53,-40.9167,-73.1667,62.28,50,17,6.58
485,Bud,US,2022-02-06 00:28:48,39.447,-86.1758,20.35,84,11,6.26
486,Tecoanapa,MX,2022-02-06 00:28:49,16.5167,-98.75,80.82,61,0,8.23
487,Bafra,TR,2022-02-06 00:28:50,41.5678,35.9069,38.98,64,94,8.48
488,Fort Saint James,CA,2022-02-06 00:28:50,54.4333,-124.25,35.62,87,82,6.6
489,Samarai,PG,2022-02-06 00:28:51,-10.6167,150.6667,83.88,72,100,6.67
490,Tual,ID,2022-02-06 00:28:52,-5.6667,132.75,83.32,74,92,7.52
491,Yazman,PK,2022-02-06 00:28:53,29.1212,71.7446,57.67,40,1,9.91
492,Estevan,CA,2022-02-06 00:28:54,49.1334,-102.9842,32.34,93,100,10.85
493,Eyl,SO,2022-02-06 00:24:01,7.9803,49.8164,71.37,78,11,6.73
494,Sao Joao Da Barra,BR,2022-02-06 00:28:55,-21.6403,-41.0511,77.47,84,17,26.04
495,Hailar,CN,2022-02-06 00:28:56,49.2,119.7,-12.35,93,82,4.94
496,Bolshaya Dzhalga,RU,2022-02-06 00:28:57,45.9695,42.6966,25.88,87,40,9.64
497,Norman Wells,CA,2022-02-06 00:28:58,65.282,-126.8329,-18.36,63,75,0.0
498,Pokrovsk,UA,2022-02-06 00:28:59,48.282,37.1758,21.79,96,98,7.52
499,Saryozek,KZ,2022-02-06 00:28:59,44.3583,77.9753,25.34,48,0,12.82
500,Wageningen,NL,2022-02-06 00:29:00,51.9667,5.6667,47.89,93,75,21.85
501,Vanavara,RU,2022-02-06 00:29:01,60.34,102.2797,15.26,91,100,10.65
502,Kalachinsk,RU,2022-02-06 00:29:01,55.0529,74.5751,4.53,86,100,8.12
503,Banda Aceh,ID,2022-02-06 00:29:02,5.5577,95.3222,78.84,75,96,5.91
504,Sinnamary,GF,2022-02-06 00:29:04,5.3833,-52.95,76.69,89,75,10.13
505,Waingapu,ID,2022-02-06 00:26:35,-9.6567,120.2641,81.75,77,93,6.22
506,Teguise,ES,2022-02-06 00:30:06,29.0605,-13.564,62.82,72,0,12.66
507,Sainte-Suzanne,RE,2022-02-06 00:30:07,-20.9061,55.6089,79.02,94,75,16.11
508,Jaca,ES,2022-02-06 00:30:08,42.569,-0.5499,30.4,67,1,4.14
509,Lilongwe,MW,2022-02-06 00:30:09,-13.9669,33.7873,63.1,97,100,2.91
510,Ambanja,MG,2022-02-06 00:30:10,-13.6833,48.45,71.13,91,79,3.51
511,Tarata,BO,2022-02-06 00:30:11,-17.6167,-66.0167,54.82,82,100,2.84
512,Uba,BR,2022-02-06 00:26:19,-21.12,-42.9428,72.86,99,100,3.76
513,Grindavik,IS,2022-02-06 00:29:12,63.8424,-22.4338,27.07,74,75,14.97
514,Lamu,KE,2022-02-06 00:30:14,-2.2717,40.902,77.22,89,100,7.49
515,Bandraboua,YT,2022-02-06 00:30:15,-12.7044,45.1223,82.08,74,97,15.26
516,Pisco,PE,2022-02-06 00:28:12,-13.7,-76.2167,69.85,83,0,8.05
517,Urengoy,RU,2022-02-06 00:30:16,65.9667,78.3667,-21.26,100,99,4.23
518,San Quintin,MX,2022-02-06 00:30:17,30.4833,-115.95,59.76,36,0,6.4
519,Korcula,HR,2022-02-06 00:30:18,42.9622,17.1369,39.76,69,6,6.31
520,Flinders,AU,2022-02-06 00:30:18,-34.5833,150.8552,73.2,70,96,11.01
521,Roald,NO,2022-02-06 00:30:20,62.5833,6.1333,37.0,87,75,25.32
522,Nanakuli,US,2022-02-06 00:30:20,21.3906,-158.1547,83.57,60,20,5.75
523,Ust-Omchug,RU,2022-02-06 00:30:21,61.15,149.6333,-12.53,74,92,3.98
524,Kilosa,TZ,2022-02-06 00:30:22,-6.8333,36.9833,71.33,78,100,3.94
525,Yilan,TW,2022-02-06 00:30:23,24.757,121.753,58.82,93,100,7.92
526,Muscat,OM,2022-02-06 00:30:24,23.6139,58.5922,66.22,45,0,4.43
527,Goma,CD,2022-02-06 00:30:24,-1.6792,29.2228,63.19,82,98,3.09
528,Tawau,MY,2022-02-06 00:30:25,4.2498,117.8871,78.93,88,100,1.99
529,Saint Andrews,US,2022-02-06 00:30:27,34.0454,-81.1293,44.33,45,0,6.91
530,Brooks,CA,2022-02-06 00:30:28,50.5834,-111.8851,41.63,70,100,11.5
531,Bella Vista,US,2022-02-06 00:30:28,36.4295,-94.2316,38.32,50,0,6.91
532,Kieta,PG,2022-02-06 00:26:04,-6.2167,155.6333,86.65,67,56,8.99
533,Antalaha,MG,2022-02-06 00:30:30,-14.9003,50.2788,77.09,77,100,3.53
534,Sisimiut,GL,2022-02-06 00:30:30,66.9395,-53.6735,1.99,94,100,9.17
535,Melnikovo,RU,2022-02-06 00:30:31,56.5558,84.085,8.87,90,100,5.79
536,Carballo,ES,2022-02-06 00:30:32,43.213,-8.691,45.86,91,15,2.89
537,Oranjemund,NA,2022-02-06 00:30:33,-28.55,16.4333,66.42,82,99,5.57
538,La Union,PE,2022-02-06 00:30:33,-5.4,-80.75,74.77,65,8,14.83
539,Grand-Lahou,CI,2022-02-06 00:30:34,5.1367,-5.0242,78.91,86,4,7.45
540,Tono,JP,2022-02-06 00:30:35,39.3167,141.5333,20.23,81,99,11.9
541,Petropavlovka,RU,2022-02-06 00:30:36,50.6114,105.3196,1.36,90,95,4.32
542,Muros,ES,2022-02-06 00:30:38,42.7762,-9.0603,48.24,77,7,10.11
543,Asau,RO,2022-02-06 00:30:39,46.4333,26.4,30.96,94,23,5.95
544,Lahij,YE,2022-02-06 00:30:40,13.1667,44.5833,71.13,62,62,1.99
545,Hamilton,US,2022-02-06 00:30:30,39.1834,-84.5333,21.04,82,0,1.01
546,Gigmoto,PH,2022-02-06 00:30:41,13.7796,124.39,78.04,82,36,16.44
547,Etropole,BG,2022-02-06 00:30:42,42.8333,24.0,37.35,84,5,1.12
548,Ushtobe,KZ,2022-02-06 00:30:43,45.2514,77.9838,15.06,79,4,7.92
549,Broome,US,2022-02-06 00:26:34,42.2506,-75.833,11.01,66,0,4.61
550,Kozuchow,PL,2022-02-06 00:30:44,51.7456,15.5949,39.67,79,100,16.06
551,Dakar,SN,2022-02-06 00:30:45,14.6937,-17.4441,70.68,88,0,4.61
552,Pinotepa Nacional,MX,2022-02-06 00:30:45,16.3167,-98.0167,73.29,70,0,1.86
553,Red Wing,US,2022-02-06 00:27:41,44.5625,-92.5338,24.39,70,100,8.01
554,Grants,US,2022-02-06 00:31:47,35.1473,-107.8514,39.43,33,0,9.22
555,Beringovskiy,RU,2022-02-06 00:31:47,63.05,179.3167,-7.96,92,84,14.14
556,Reconquista,AR,2022-02-06 00:31:49,-29.15,-59.65,74.52,40,0,9.98
557,Waipawa,NZ,2022-02-06 00:31:50,-41.4122,175.5153,54.45,93,100,13.11
558,Henties Bay,NA,2022-02-06 00:31:50,-22.116,14.2845,66.85,80,97,3.49
